timestamp,percentage,depth,notional
2024-01-15 18:12:31,-5,9020.98900000,375739609.29470000
2024-01-15 18:12:31,-4,6643.86900000,278653385.30437000
2024-01-15 18:12:31,-3,5547.01100000,233384327.54455000
2024-01-15 18:12:31,-2,3739.02100000,158069977.86422000
2024-01-15 18:12:31,-1,1395.68500000,59420685.90551000
2024-01-15 18:12:31,1,1651.35900000,70907645.48542000
2024-01-15 18:12:31,2,4184.18700000,180828442.60991000
2024-01-15 18:12:31,3,6211.43100000,269725260.53024000
2024-01-15 18:12:31,4,7868.92100000,343099136.27948000
2024-01-15 18:12:31,5,8906.27200000,389397778.99220000
2024-01-15 18:13:03,-5,8987.03600000,374323287.78610000
2024-01-15 18:13:03,-4,6612.03400000,277323315.82157000
2024-01-15 18:13:03,-3,5524.25900000,232428386.84255000
2024-01-15 18:13:03,-2,3723.04400000,157395754.82302000
2024-01-15 18:13:03,-1,1392.84400000,59302875.45391000
2024-01-15 18:13:03,1,1643.38700000,70567091.37622000
2024-01-15 18:13:03,2,4174.52200000,180414446.39391000
2024-01-15 18:13:03,3,6187.99500000,268707397.43574000
2024-01-15 18:13:03,4,7838.89900000,341791128.19418000
2024-01-15 18:13:03,5,8876.24800000,388089878.87210000
2024-01-15 18:13:31,-5,9041.14200000,376594248.03270000
2024-01-15 18:13:31,-4,6671.34900000,279809202.61467000
2024-01-15 18:13:31,-3,5584.07200000,234940858.97795000
2024-01-15 18:13:31,-2,3772.83600000,159498186.61682000
2024-01-15 18:13:31,-1,1428.06700000,60797798.38761000
2024-01-15 18:13:31,1,1638.96900000,70373230.75642000
2024-01-15 18:13:31,2,4173.51700000,180364553.32771000
2024-01-15 18:13:31,3,6166.97600000,267773572.56104000
2024-01-15 18:13:31,4,7773.80100000,338880115.21710000
2024-01-15 18:13:31,5,8869.06600000,387741678.74730000
2024-01-15 18:14:04,-5,8999.02600000,374833107.71730000
2024-01-15 18:14:04,-4,6621.13200000,277712533.10467000
2024-01-15 18:14:04,-3,5531.77900000,232749369.61769000
2024-01-15 18:14:04,-2,3663.78800000,154916871.11472000
2024-01-15 18:14:04,-1,1390.50300000,59204829.81591000
2024-01-15 18:14:04,1,1664.30300000,71479177.94122000
